serno,qa1,qa2,qa3,qa4,qa5a,qa5b,qa5c,qa6,qa7a,qa7b,qa7c,qa7d,qa7e,qa8a,qa8b,qa8c,qa8d,qa8e,qa8f,qa8g,qa8h,qa9a,qa9b,qa9c,qa9d,qa9e,qa9f,qb2a,qb2b,qb3,qb4,qb6a,qb6b,qb6c,qb6d,qb7a,qb7b,qb7c,qb8,qc1a,qc1b,qc1c,qc1d,qc2a,qc2b,qc2c,qc2d,qc2e,qc2f,qc3,qd1,qd3,qd4,qd5a,qd5b,qd5c,qe1,qe2,qe3,qe11,qe13,qe14,qe15
2026018,4,1,37,37,3,4,3,3,1,1,1,1,1,2,2,3,1,1,3,2,2,3,5,4,4,4,5,3,3,4,2,4,4,4,4,3,3,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,3,1,6,2,9,8,6,1
2026018,3,1,20,22,1,3,2,3,2,2,2,3,2,2,3,3,3,3,3,2,3,5,4,4,5,5,4,4,4,4,1,1,1,1,1,2,2,3,3,3,2,3,1,3,2,3,2,2,3,2,3,3,1,2,3,3,2,5,1,4,12,6,1
2026018,1,3,37,38,2,3,2,2,1,3,2,1,1,1,2,2,2,2,2,3,1,4,5,3,4,5,5,3,4,5,2,1,2,2,2,2,3,2,2,2,2,1,1,2,2,2,1,2,2,1,2,3,,,,,1,3,1,7,8,7,1
2026018,2,1,37,38,3,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,5,3,4,4,5,4,5,4,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,1,,,,2,8,2,8,1,2,5
2026021,1,1,20,20,2,3,2,2,1,2,2,2,4,1,1,2,1,2,2,2,1,4,5,4,5,4,5,4,5,6,3,2,2,2,3,2,2,3,3,2,2,1,1,2,2,2,3,2,3,2,3,,,,,,2,5,2,,,,
2026021,1,1,16,20,4,2,3,2,2,1,2,1,1,3,4,3,5,5,5,2,2,3,5,5,4,5,5,4,4,1,2,4,4,4,4,3,3,3,4,2,4,4,4,4,4,2,4,4,2,4,2,2,2,,,,1,8,2,3,1,1,1
2026021,2,1,32,32,2,4,2,3,4,4,4,4,4,3,4,4,3,4,3,3,3,5,5,5,5,5,4,3,4,1,1,5,5,4,5,5,5,5,3,3,2,2,3,3,4,3,4,5,4,3,3,,2,,,,1,6,2,6,1,1,1
2026021,3,1,20,20,2,3,2,4,3,4,3,4,4,2,2,3,2,3,4,2,2,4,5,4,5,5,5,4,4,1,3,2,2,2,3,3,3,3,2,4,3,2,3,2,3,2,3,3,3,3,3,3,2,,,,1,8,2,2,1,2,1
2026021,3,1,28,28,2,3,3,1,4,2,2,2,4,2,4,3,5,3,4,2,1,3,5,3,5,3,5,5,5,1,3,4,3,4,4,4,4,4,4,1,3,3,3,3,4,4,3,4,4,4,3,,2,,,,2,6,2,5,1,2,1
2026021,1,1,32,36,1,4,3,2,3,3,2,2,4,1,1,3,2,2,2,3,2,5,5,4,5,5,5,4,4,6,3,4,4,4,4,4,,4,3,2,3,2,2,3,3,3,3,2,3,3,3,,4,3,3,3,2,7,2,5,1,2,1
2026021,2,1,32,42,2,3,4,1,2,2,3,2,1,2,4,4,5,4,5,4,2,1,2,1,1,1,1,2,5,1,1,5,5,5,5,5,4,5,4,,5,2,5,5,5,5,5,4,5,5,3,,2,,,,2,4,1,6,1,2,1
2026021,2,1,37,20,2,4,3,3,4,3,4,3,4,2,3,3,4,3,4,4,2,3,4,4,5,4,5,3,3,2,3,3,3,3,4,4,4,4,3,4,3,2,3,3,3,3,4,3,3,3,2,,2,,,,1,7,2,7,1,2,1
2026021,1,1,32,50,2,4,1,3,4,2,1,1,4,1,2,3,1,1,2,1,1,3,5,4,5,4,5,4,5,5,3,1,2,1,3,2,2,3,3,2,3,3,2,2,2,1,2,2,2,3,3,3,,,,,1,5,2,8,1,2,1
2026021,3,1,32,32,2,4,2,3,1,1,1,1,2,1,1,1,2,2,3,2,1,4,5,5,5,5,5,4,4,1,2,3,3,2,4,3,3,3,2,4,1,1,2,2,3,3,3,2,3,2,2,,4,2,2,2,1,5,2,5,9,6,1
2026021,4,1,48,4,1,1,4,1,2,1,2,1,4,1,1,4,5,5,3,4,1,3,5,1,4,1,5,3,3,3,1,5,4,4,5,5,5,5,4,1,3,1,1,4,5,4,4,4,5,5,3,,2,,,,1,6,2,10,1,2,2
2026024,1,1,33,33,,,1,3,3,3,2,2,4,2,2,3,3,3,4,2,1,5,5,5,5,5,5,3,4,1,1,2,2,2,3,2,2,3,3,1,2,1,1,2,2,2,2,3,2,2,1,,1,2,2,2,2,7,1,5,1,2,
2026024,5,1,37,43,1,2,3,1,2,3,3,2,4,2,3,3,4,4,5,3,2,2,3,4,3,3,3,2,5,3,2,4,4,3,4,3,4,5,4,2,2,2,2,4,4,4,4,3,3,3,1,3,1,3,3,3,2,6,2,10,1,1,1
2026024,4,1,31,6,1,2,2,2,3,3,2,2,3,2,3,3,3,2,2,2,2,3,4,3,4,3,5,2,3,4,3,3,3,3,3,4,3,3,3,2,2,2,2,4,3,3,2,3,2,3,1,3,1,2,3,4,1,6,2,12,1,1,1
2026024,1,1,30,45,1,1,4,1,4,4,4,2,4,3,5,5,4,3,2,3,5,2,4,3,2,1,2,2,2,4,1,5,4,5,3,5,5,5,5,3,3,4,5,5,5,5,5,3,5,5,1,,1,2,4,5,2,6,2,13,1,1,1
2026024,5,1,22,22,1,2,1,3,3,4,3,4,4,2,2,2,2,2,3,2,2,4,5,4,5,5,5,4,5,1,2,3,3,3,5,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,2,4,3,3,3,2,7,2,4,1,2,1
2026024,4,1,37,37,2,3,2,3,2,2,1,1,3,2,2,2,3,3,3,2,2,3,4,5,4,5,4,4,3,4,3,2,3,3,3,2,2,2,2,3,2,1,1,2,2,2,1,2,2,2,1,3,1,1,3,3,2,6,3,5,1,2,1
2026024,2,1,37,37,2,4,3,2,2,2,2,2,4,2,2,2,2,2,4,,2,4,5,4,5,5,5,2,4,3,2,4,4,3,4,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,2,7,2,7,1,2,1
2026024,4,1,20,20,2,2,1,2,2,4,3,3,3,4,4,4,4,3,2,2,2,3,4,4,4,4,4,4,4,4,1,5,5,5,4,5,5,5,4,2,3,2,3,4,4,4,2,3,3,4,1,,1,2,2,3,2,8,2,8,1,2,1
2026024,3,1,0,45,1,1,2,2,2,1,1,1,2,1,2,2,3,3,4,2,2,3,5,5,5,4,5,1,3,2,2,3,3,2,4,3,3,4,3,3,2,2,1,3,3,3,3,4,4,4,1,3,,,,,2,4,1,10,1,2,1
2026024,3,1,37,38,2,3,1,4,1,1,1,1,2,1,2,2,2,1,2,1,1,4,5,4,5,5,5,5,5,4,2,3,3,3,3,3,3,3,2,1,1,1,1,3,3,3,4,2,3,3,2,3,,,,,2,5,2,11,1,2,1
2026024,2,3,35,42,3,3,3,2,3,3,3,2,2,3,2,4,5,5,3,2,3,1,2,3,3,1,2,3,2,3,1,2,2,5,4,5,4,4,4,2,3,2,2,3,3,3,4,3,3,3,1,,2,,,,1,6,3,13,1,2,1
2026024,5,1,37,40,1,3,1,4,1,1,1,1,1,1,1,1,2,2,1,1,1,4,5,4,5,5,5,5,5,4,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,9,2,10,13,2,1
2026027,4,,30,30,2,3,2,3,2,,,,,2,3,3,2,2,2,2,2,5,5,5,5,5,5,3,4,2,4,3,3,2,,3,3,3,3,3,2,2,1,3,2,3,3,3,2,2,1,3,4,2,2,3,1,7,3,6,1,1,1
2026027,4,1,37,2,1,1,5,2,1,4,1,1,1,2,2,2,2,2,2,5,3,2,4,3,4,3,4,2,4,5,3,4,4,4,1,5,5,5,5,3,1,1,1,4,4,4,4,4,4,4,1,3,1,2,2,2,2,6,2,8,1,1,1
2026027,5,1,30,31,2,4,4,3,1,1,1,1,2,3,2,3,3,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,2,3,3,3,1,,1,1,,,2,6,2,10,1,1,1
2026027,3,1,20,20,1,1,,5,1,1,1,1,1,2,2,2,2,2,2,,2,5,5,5,5,5,5,4,4,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,1,2,2,2,3,,,,,,2,4,2,4,1,2,1
2026027,5,1,33,33,1,3,4,4,2,1,2,1,2,1,1,2,2,2,2,4,1,3,5,4,5,5,5,4,4,3,3,2,2,2,2,2,2,,2,4,2,2,2,3,2,2,3,2,2,2,3,3,1,2,2,2,2,6,2,7,1,2,1
2026027,4,1,24,25,2,1,5,3,3,4,3,4,3,3,4,5,3,4,5,5,3,1,2,3,4,1,2,4,5,4,2,1,2,3,4,1,2,3,2,5,,4,4,3,4,5,1,2,3,2,1,1,1,4,5,4,2,5,2,8,1,2,1
2026027,5,1,19,19,1,1,1,3,2,2,2,2,3,3,2,2,2,2,2,2,2,3,5,5,5,5,5,4,3,5,3,2,2,2,2,1,1,3,1,2,2,2,2,3,2,2,2,1,2,1,3,,1,,,,2,6,2,9,1,2,1
2026027,4,1,37,40,1,2,2,4,1,2,1,1,4,1,1,2,2,2,2,2,2,4,5,3,5,4,5,4,4,4,2,2,2,2,2,2,4,4,3,1,2,2,3,2,2,2,3,4,4,2,1,,1,1,1,2,2,4,1,11,1,2,1
2026027,5,1,38,38,4,4,2,4,2,3,4,3,4,1,2,3,2,2,2,1,1,3,4,4,4,4,5,4,4,1,2,2,2,2,2,4,4,4,4,4,4,4,4,2,4,2,2,2,3,3,1,,1,1,2,2,2,6,2,11,1,2,1
2026027,3,1,37,40,1,1,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,2,4,3,4,2,4,4,3,3,4,3,3,3,3,3,3,4,2,2,2,3,2,2,2,3,2,2,1,,,,,,2,7,2,12,1,2,1
2026027,1,1,38,40,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,4,5,4,5,5,5,3,5,5,3,2,2,2,2,2,3,2,2,2,2,1,2,3,2,2,2,1,2,2,3,1,1,2,1,3,2,5,2,13,1,2,1
2026027,5,1,37,37,2,2,2,4,3,3,3,1,4,2,2,3,3,3,2,2,2,3,3,3,5,5,5,3,3,3,3,3,4,3,3,2,3,3,3,2,2,2,2,4,2,3,2,2,3,2,1,1,1,2,2,4,2,6,3,13,1,2,1
2026027,4,1,16,16,3,2,4,2,4,3,,2,2,3,3,4,3,3,3,4,4,4,4,4,4,4,5,2,2,4,2,3,3,2,3,2,2,2,2,2,2,2,2,4,4,4,4,2,2,3,3,,,,,,2,6,3,3,9,6,1
2026027,5,1,30,30,2,1,4,4,1,1,1,1,2,4,2,2,4,3,3,4,3,2,2,2,2,2,3,3,4,5,2,3,3,2,2,3,3,3,3,2,2,3,4,3,4,4,4,3,3,3,1,,1,2,4,3,2,6,3,9,1,2,3
2026027,4,1,37,38,2,3,3,3,2,1,2,2,1,2,2,2,2,2,2,3,2,3,5,3,5,4,5,3,5,2,2,2,3,4,4,3,4,4,3,3,2,2,2,4,3,4,3,3,1,3,1,3,1,2,3,3,2,4,2,10,1,2,5
2026028,5,1,37,0,4,4,4,4,2,2,2,2,2,4,4,4,2,4,2,4,4,3,2,3,2,3,2,2,4,6,2,3,3,4,3,3,3,3,3,4,4,3,4,4,3,3,3,4,4,4,3,,,,,,1,5,1,9,1,1,1
2026028,3,1,37,37,3,3,3,4,1,1,1,2,4,2,2,3,2,4,2,3,1,5,5,5,5,5,5,4,4,5,3,3,3,3,3,3,3,,3,2,2,2,2,3,3,2,3,3,2,2,3,,1,2,3,3,1,6,2,9,1,1,1
2026028,5,1,21,21,1,3,4,3,3,4,3,3,4,2,3,,4,3,2,4,2,3,5,4,5,3,5,4,5,1,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,1,3,,,,,,2,6,2,5,1,2,1
2026028,5,1,23,30,3,3,4,4,2,2,2,3,3,4,2,3,2,3,2,4,2,4,4,4,4,4,4,2,4,1,2,4,3,4,3,4,3,4,4,2,3,2,2,3,3,4,3,3,4,4,2,3,1,2,2,2,1,6,2,7,1,2,1
2026028,5,1,32,3,2,4,2,4,1,1,1,1,2,1,1,2,1,1,1,2,1,4,5,4,5,5,5,4,4,4,2,2,2,3,3,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,1,1,2,2,3,1,5,1,10,1,2,1
2026028,1,1,37,37,2,1,4,4,1,3,1,2,4,2,2,2,4,5,4,5,2,3,4,3,4,3,4,3,3,4,1,4,3,5,4,3,3,3,3,1,2,2,2,4,3,3,4,4,3,3,1,1,1,3,4,4,2,7,2,11,1,2,1
2026028,5,1,37,37,3,3,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,7,3,12,1,2,1
2026028,4,1,40,3,3,4,2,5,3,3,2,3,3,2,2,3,1,1,1,2,2,3,4,5,4,5,4,1,4,6,3,3,3,3,3,5,4,5,3,5,5,1,1,2,2,4,3,5,4,3,2,1,2,,,,1,6,2,10,3,2,1
2026029,5,1,8,10,3,4,1,5,1,1,1,1,1,2,1,1,,2,2,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,3,,,,1,9,2,4,1,2,1
2026029,3,1,36,50,1,2,2,4,1,1,1,1,1,1,1,1,3,3,2,2,1,2,3,3,4,3,5,2,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,,,,1,6,2,9,1,2,1
2026031,4,1,23,,1,4,1,2,1,1,1,1,1,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,2,2,2,3,,2,,,,2,4,2,5,1,2,1
2026031,5,1,40,,2,4,2,3,1,2,2,1,2,1,2,2,2,2,2,2,2,3,4,3,5,5,4,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,,2,,,,2,4,2,5,1,2,1
2026031,2,1,40,40,3,3,4,2,2,3,2,2,3,2,2,2,2,2,3,4,2,4,5,4,5,5,5,2,4,6,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,2,2,1,6,1,2,1
2026031,4,1,40,40,2,4,1,3,1,1,2,2,3,1,2,2,1,1,2,1,1,4,5,4,5,5,5,4,4,1,3,1,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,2,1,1,3,,2,,,,2,4,1,6,1,2,1
2027004,1,1,37,37,3,5,1,,2,2,2,1,4,2,2,2,2,2,2,2,2,4,5,5,5,5,5,4,4,,3,1,1,2,2,1,,,,2,2,2,2,2,1,1,1,1,1,1,3,1,1,,,,1,2,1,,,,
2027004,5,1,37,45,2,3,2,4,3,4,3,3,4,4,4,4,4,5,3,2,3,5,4,5,3,5,3,4,5,4,3,5,4,4,5,4,4,3,4,4,4,5,3,4,5,4,4,4,5,4,1,,1,1,3,3,1,5,2,,,,
2027004,3,1,37,37,5,4,2,5,4,2,2,2,4,4,4,3,2,2,2,2,5,3,2,3,2,3,2,2,4,6,1,4,5,5,5,4,4,4,5,1,3,4,1,4,2,3,3,2,3,3,1,1,1,4,3,5,1,3,1,8,1,1,1
2027004,2,1,37,37,2,3,2,2,1,2,2,2,1,1,1,2,1,1,3,2,1,4,5,5,5,5,5,3,3,6,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,2,1,2,2,1,3,1,2,1,2,1,7,1,10,1,1,1
2027004,3,1,37,45,2,2,2,2,1,1,1,1,1,2,2,2,2,2,4,2,2,5,5,5,5,5,5,4,4,2,1,4,4,4,4,4,4,4,3,2,3,2,2,4,4,4,4,4,4,4,2,,1,2,2,2,1,6,2,10,1,1,1
2027004,4,1,37,43,1,2,2,4,1,2,1,3,1,4,2,1,2,1,2,2,3,5,4,4,5,5,5,4,4,5,2,2,4,3,2,4,4,4,2,3,3,3,3,3,3,4,4,2,2,3,1,,1,1,1,1,1,4,1,11,1,1,1
2027004,1,1,37,38,2,3,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,4,4,5,5,5,3,4,3,1,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,2,3,2,2,1,1,2,2,2,1,7,2,12,1,1,1
2027004,1,1,37,39,2,4,2,3,3,4,2,1,1,1,2,2,2,1,2,1,2,5,5,5,5,5,5,5,5,1,2,2,2,1,2,2,3,4,2,2,1,1,1,1,2,2,1,1,2,2,3,,1,,,2,2,4,2,9,5,1,1
2027004,3,1,37,45,3,4,,4,2,1,2,2,4,4,3,3,4,5,3,3,4,5,5,4,4,5,4,4,4,4,1,2,2,3,2,,4,4,2,2,3,2,4,4,3,3,,4,2,3,3,1,1,,3,,1,4,2,9,1,2,1
2027004,5,1,37,37,3,3,2,3,3,4,3,4,4,3,3,2,2,2,4,2,2,3,4,5,5,5,5,4,4,5,2,4,4,3,5,5,5,5,3,3,3,3,3,4,4,4,3,3,4,3,1,,1,3,2,2,1,7,3,9,1,2,1
2027004,2,1,37,1,2,4,2,3,2,2,1,3,1,2,2,2,2,3,3,2,2,4,5,4,5,5,5,4,4,6,3,2,2,3,3,1,2,1,2,3,2,2,1,3,2,2,1,1,2,1,3,,1,1,1,2,1,4,1,11,1,2,1
2027004,3,1,37,45,2,4,3,2,2,4,3,3,4,4,3,3,4,4,3,2,2,3,3,4,2,3,3,3,4,2,1,5,5,5,5,5,5,5,4,4,3,3,3,4,4,4,4,4,5,4,1,,1,2,2,2,1,4,1,11,1,2,1
2027004,5,1,37,37,2,3,2,2,2,2,1,1,1,3,2,3,3,4,4,2,,4,5,4,5,5,5,4,5,4,3,2,3,2,3,2,5,5,3,2,2,1,1,3,2,2,2,3,4,3,1,3,2,,,,2,6,2,11,1,2,1
2027004,5,1,37,37,2,2,4,5,4,4,4,3,1,3,4,4,3,3,5,4,3,3,2,2,3,2,3,3,3,1,2,4,3,3,4,5,5,5,5,2,3,3,3,5,5,5,5,5,5,5,1,2,1,2,4,2,2,6,2,11,1,2,1
2027005,5,1,37,41,2,2,4,2,2,3,2,1,1,3,2,3,3,4,4,4,2,3,4,4,4,4,4,2,5,5,2,3,4,4,3,3,4,3,4,2,2,2,3,2,4,4,4,3,4,4,1,,1,3,3,3,1,6,2,,,,
2027005,5,1,37,37,2,,,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,4,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,5,2,10,1,1,1
2027005,5,1,37,37,2,4,2,4,1,1,1,1,4,2,2,,1,2,2,1,2,5,5,5,5,5,5,4,5,5,3,2,2,1,3,2,3,3,3,4,2,1,1,2,3,2,2,1,1,1,1,1,1,2,2,2,1,8,2,10,1,1,1
2027005,5,1,35,37,4,4,2,4,3,2,3,3,4,2,3,3,2,4,4,2,2,5,5,5,5,5,5,4,4,1,3,3,4,2,3,4,4,4,3,2,,2,2,3,4,4,2,4,4,4,1,3,1,3,4,4,1,7,2,12,1,1,1
2027005,5,1,37,40,1,1,3,3,1,2,2,2,2,4,2,2,3,3,2,2,4,3,2,2,3,2,2,4,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,,1,2,2,2,1,7,2,13,1,1,1
2027005,3,1,37,39,2,2,1,3,3,3,,2,1,3,3,3,3,4,3,2,3,3,2,4,3,4,4,3,4,3,3,3,4,5,4,3,3,4,2,3,4,3,3,3,3,3,3,2,3,3,3,,1,,,,2,4,2,11,7,1,1
2027005,5,1,37,37,2,3,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,1,2,2,3,2,2,3,3,3,2,2,2,1,2,3,3,3,3,3,2,3,1,1,1,2,2,3,1,8,2,,1,2,1
2027005,5,1,24,22,3,3,2,5,1,1,1,2,4,3,2,2,2,3,2,2,2,3,4,5,4,4,5,5,5,3,3,2,2,2,2,3,3,3,3,4,3,3,2,4,4,4,3,2,2,3,1,1,1,1,3,1,1,8,1,10,1,2,1
2027005,5,1,30,30,3,3,3,4,3,2,2,3,2,3,3,3,2,3,2,3,3,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,1,3,1,2,3,3,2,6,2,10,1,2,1
2027005,5,1,37,37,2,3,2,4,1,4,2,2,4,2,2,3,2,2,3,2,2,4,5,5,4,5,4,5,5,6,3,5,2,2,3,4,4,4,3,2,2,2,2,4,4,4,2,2,2,3,1,3,1,2,2,2,1,5,1,11,1,2,1
2027005,2,1,37,37,2,3,2,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,4,3,4,3,3,3,5,3,1,1,2,1,1,2,2,3,3,2,3,2,3,2,2,2,1,2,2,1,3,1,1,2,2,1,4,2,11,1,2,1
2027005,3,1,37,37,4,5,2,4,4,1,1,1,3,3,3,4,5,5,2,2,5,4,5,4,4,4,4,2,5,4,1,2,3,4,3,2,2,4,3,4,3,2,3,3,3,4,3,2,3,3,1,1,1,2,3,3,2,5,2,11,1,2,1
2027005,5,1,37,37,4,4,2,3,3,2,3,3,4,5,4,4,5,5,2,2,5,5,5,5,3,5,3,4,4,3,2,4,4,4,5,4,4,4,3,3,4,2,2,4,4,4,2,4,4,4,1,1,,,,,1,6,2,12,1,2,1
2027005,5,1,39,39,2,2,3,3,2,4,3,2,4,5,4,4,3,3,2,2,5,2,2,2,2,3,4,2,3,3,1,3,3,3,2,4,4,4,3,4,2,4,4,4,3,3,3,4,3,4,1,3,1,2,3,2,1,7,2,12,1,2,1
2027005,5,1,35,37,2,3,2,3,1,2,1,2,4,2,2,2,3,2,3,2,2,4,5,5,5,4,5,4,4,1,3,4,4,3,3,3,2,3,3,3,4,2,2,3,2,2,1,2,2,3,1,3,1,2,2,2,1,6,2,13,1,2,1
2027005,5,1,37,40,2,2,2,2,1,2,1,1,3,2,1,1,2,3,2,2,2,3,5,4,4,5,5,3,4,4,3,2,3,2,3,4,4,4,3,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,6,2,13,1,2,1
2027005,5,1,37,40,1,1,2,4,1,1,1,1,2,1,1,1,1,2,2,2,1,4,5,4,5,4,5,5,5,1,2,3,2,2,3,4,2,3,1,2,2,2,2,3,2,2,3,3,2,3,1,1,1,2,2,3,1,7,2,13,1,2,1
2027005,5,1,37,41,2,2,3,2,2,2,1,1,1,2,2,2,2,2,2,3,2,3,4,3,4,3,4,3,3,5,2,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,2,2,3,2,1,1,2,2,3,1,7,2,14,1,2,1
2027013,4,1,37,40,2,3,5,3,1,2,1,1,2,1,1,2,5,5,5,4,1,5,5,5,5,4,5,4,4,1,2,5,5,2,5,4,4,,3,2,,3,3,5,4,3,2,5,3,5,2,1,2,,,,2,6,2,8,1,2,1
2027015,5,1,40,40,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,5,5,4,4,5,4,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,,,,1,6,2,,,,
2027015,1,3,20,30,1,2,4,3,4,2,2,2,4,2,2,2,5,3,3,5,2,3,3,3,3,2,3,3,3,1,1,4,4,4,4,5,5,5,5,3,2,2,2,5,5,5,3,4,5,5,1,,,,,,2,6,2,4,1,1,1
2027015,3,1,37,40,2,1,2,2,2,1,1,1,4,3,2,3,4,3,3,2,3,2,3,5,4,4,4,3,3,1,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,5,1,2,2,,,,1,5,2,7,1,1,1
2027015,4,1,30,38,1,4,2,3,3,4,2,1,3,1,2,3,5,3,3,2,1,4,5,5,5,5,5,5,5,1,2,3,3,3,3,4,3,4,3,1,2,2,1,3,3,3,3,3,3,4,1,3,1,1,1,2,1,7,2,,1,2,1
2027015,3,1,25,30,2,2,2,2,2,4,4,4,4,2,2,3,3,3,3,2,2,2,5,3,3,3,5,4,4,1,2,5,5,5,5,4,4,4,3,2,2,3,3,4,4,4,4,3,4,4,1,,2,,,,2,7,2,5,1,2,1
2027015,5,1,32,32,1,3,4,3,4,4,4,4,4,3,4,5,4,3,3,4,4,2,3,3,3,4,3,2,3,1,2,4,5,4,5,5,4,5,5,2,4,4,5,5,5,5,5,5,5,5,1,2,1,2,3,3,1,5,1,7,1,2,1
2027015,5,1,40,40,1,1,3,3,4,4,4,2,4,3,5,3,3,3,3,4,3,3,3,3,3,3,3,4,4,1,3,4,4,4,4,4,4,5,4,3,3,3,3,4,4,4,4,3,4,4,1,2,2,,,,1,7,1,7,1,2,1
2027015,3,1,30,35,3,2,3,5,3,2,3,3,3,3,4,4,4,3,4,4,2,3,3,3,3,3,2,4,4,1,2,4,4,3,3,5,5,5,4,3,3,3,3,5,5,4,4,4,5,5,1,,1,1,2,2,1,5,2,7,1,2,1
2027015,3,1,30,34,1,2,3,3,1,1,1,4,4,2,3,3,3,3,4,3,2,1,5,5,3,5,3,3,4,5,1,2,3,2,3,3,4,4,4,1,2,2,3,3,3,3,3,2,3,3,1,,2,,,,2,5,2,7,1,2,1
2027015,5,1,40,40,1,2,2,1,1,1,1,1,1,2,2,3,3,2,4,4,4,2,3,3,2,2,2,2,4,1,1,4,4,4,4,4,4,4,4,1,2,2,3,4,4,4,4,3,4,4,1,2,2,,,,1,7,2,7,1,2,1
2027015,5,1,33,39,1,1,4,3,3,3,3,3,1,5,5,5,2,3,5,3,4,2,2,2,2,2,2,1,4,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,,1,3,4,4,1,8,2,7,1,2,1
2027015,4,1,35,38,1,1,3,1,3,3,3,2,3,2,1,4,5,3,5,4,4,2,2,2,2,2,2,1,3,1,2,5,5,5,5,5,5,5,5,1,5,3,4,5,5,4,5,5,5,5,1,2,2,,,,1,5,,8,1,2,1
2027015,5,1,40,38,1,1,1,3,2,1,1,2,4,2,2,2,1,4,4,2,2,3,3,2,3,2,4,2,4,1,2,2,3,3,4,4,2,4,3,2,2,1,1,3,2,3,4,4,2,3,1,2,2,,,,2,7,1,8,1,2,1
2027015,5,1,40,40,2,2,3,3,1,2,3,2,2,2,3,3,2,3,3,3,3,4,4,5,4,,4,2,4,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,,1,3,3,3,1,7,2,8,1,2,1
2027015,5,1,40,42,3,2,3,3,1,2,2,2,3,3,3,3,2,3,4,,3,5,5,5,5,4,4,2,4,1,3,4,4,4,3,3,4,4,4,2,3,3,3,4,4,4,4,3,4,4,1,,1,2,4,3,1,7,2,8,1,2,1
2027023,4,1,37,55,1,3,2,1,1,1,1,1,4,2,2,2,5,4,2,2,2,2,5,3,5,4,5,1,5,4,2,4,4,4,4,4,4,4,1,1,2,3,2,3,4,4,4,4,5,3,3,3,1,2,2,2,2,6,2,,,,
2027023,4,1,14,14,2,3,4,3,2,1,1,1,1,1,1,2,2,2,2,3,1,3,5,4,4,4,5,3,3,1,2,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,3,2,2,1,3,,1,3,3,3,2,7,2,5,1,1,1
2027023,5,1,37,45,2,2,4,3,1,1,1,1,3,1,2,3,3,3,4,4,2,3,5,4,5,3,5,2,3,4,2,3,3,3,3,4,3,4,3,2,3,2,2,3,3,4,4,2,4,3,1,3,1,2,2,1,1,7,2,11,1,1,1
